sentiment,text,cleaned_text,tokenized_text,POS tagged,Lemma
Negative,"The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that was recommended for me but not covered by my insurance, causing me financial hardship.",hospital provide enough information potential risks complications medical intervention recommended covered insurance causing financial hardship,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'recommended', 'covered', 'insurance', 'causing', 'financial', 'hardship']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('recommended', 'v'), ('covered', 'a'), ('insurance', 'n'), ('causing', 'v'), ('financial', 'a'), ('hardship', 'n')]",  hospital provide enough information potential risk complication medical intervention recommend covered insurance cause financial hardship
Negative,The hospital didn't have adequate accommodations for patients who require specialized care for geriatric or end-of-life issues.,hospital adequate accommodations patients require specialized care geriatric end life issues,"['hospital', 'adequate', 'accommodations', 'patients', 'require', 'specialized', 'care', 'geriatric', 'end', 'life', 'issues']","[('hospital', 'n'), ('adequate', 'a'), ('accommodations', 'n'), ('patients', 'n'), ('require', 'v'), ('specialized', 'v'), ('care', 'n'), ('geriatric', 'a'), ('end', 'n'), ('life', 'n'), ('issues', 'n')]",  hospital adequate accommodation patient require specialize care geriatric end life issue
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that was performed on me but didn't address my concerns about the recovery process.,hospital provide enough information potential risks complications medical intervention performed address concerns recovery process,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'performed', 'address', 'concerns', 'recovery', 'process']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('performed', 'v'), ('address', 'a'), ('concerns', 'n'), ('recovery', 'n'), ('process', 'n')]",  hospital provide enough information potential risk complication medical intervention perform address concern recovery process
Negative,The hospital didn't have adequate policies or procedures in place to address issues related to patient safety or infection control.,hospital adequate policies procedures place address issues related patient safety infection control,"['hospital', 'adequate', 'policies', 'procedures', 'place', 'address', 'issues', 'related', 'patient', 'safety', 'infection', 'control']","[('hospital', 'n'), ('adequate', 'a'), ('policies', 'n'), ('procedures', 'n'), ('place', 'v'), ('address', 'a'), ('issues', 'n'), ('related', 'v'), ('patient', 'a'), ('safety', 'n'), ('infection', 'n'), ('control', 'n')]",  hospital adequate policy procedure place address issue relate patient safety infection control
Negative,I felt that the hospital staff members didn't provide me with enough support or resources for managing my mental health or emotional well-being during my hospital stay.,felt hospital staff members provide enough support resources managing mental health emotional well hospital stay,"['felt', 'hospital', 'staff', 'members', 'provide', 'enough', 'support', 'resources', 'managing', 'mental', 'health', 'emotional', 'well', 'hospital', 'stay']","[('felt', 'a'), ('hospital', 'a'), ('staff', 'n'), ('members', 'n'), ('provide', 'v'), ('enough', 'a'), ('support', 'n'), ('resources', 'n'), ('managing', 'v'), ('mental', 'a'), ('health', 'n'), ('emotional', 'a'), ('well', 'n'), ('hospital', 'n'), ('stay', 'n')]",  felt hospital staff member provide enough support resource manage mental health emotional well hospital stay
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that I received but didn't fully understand the impact on my quality of life.,hospital provide enough information potential risks complications medical intervention received fully understand impact quality life,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'received', 'fully', 'understand', 'impact', 'quality', 'life']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('received', 'v'), ('fully', 'r'), ('understand', 'a'), ('impact', 'n'), ('quality', 'n'), ('life', 'n')]",  hospital provide enough information potential risk complication medical intervention receive fully understand impact quality life
Negative,The hospital didn't have adequate accommodations for patients who require specialized care for infectious diseases or pandemics.,hospital adequate accommodations patients require specialized care infectious diseases pandemics,"['hospital', 'adequate', 'accommodations', 'patients', 'require', 'specialized', 'care', 'infectious', 'diseases', 'pandemics']","[('hospital', 'n'), ('adequate', 'a'), ('accommodations', 'n'), ('patients', 'n'), ('require', 'v'), ('specialized', 'v'), ('care', 'n'), ('infectious', 'a'), ('diseases', 'n'), ('pandemics', 'n')]",  hospital adequate accommodation patient require specialize care infectious disease pandemic
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that was performed on me but didn't address my concerns about the effectiveness of the procedure.,hospital provide enough information potential risks complications medical intervention performed address concerns effectiveness procedure,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'performed', 'address', 'concerns', 'effectiveness', 'procedure']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('performed', 'v'), ('address', 'a'), ('concerns', 'n'), ('effectiveness', 'a'), ('procedure', 'n')]",  hospital provide enough information potential risk complication medical intervention perform address concern effectiveness procedure
Negative,The hospital didn't have adequate policies or procedures in place to address issues related to patient communication or language barriers.,hospital adequate policies procedures place address issues related patient communication language barriers,"['hospital', 'adequate', 'policies', 'procedures', 'place', 'address', 'issues', 'related', 'patient', 'communication', 'language', 'barriers']","[('hospital', 'n'), ('adequate', 'a'), ('policies', 'n'), ('procedures', 'n'), ('place', 'v'), ('address', 'a'), ('issues', 'n'), ('related', 'v'), ('patient', 'a'), ('communication', 'n'), ('language', 'n'), ('barriers', 'n')]",  hospital adequate policy procedure place address issue relate patient communication language barrier
Negative,I felt that the hospital staff members didn't provide me with enough support or resources for managing my recovery or ongoing care after my discharge.,felt hospital staff members provide enough support resources managing recovery ongoing care discharge,"['felt', 'hospital', 'staff', 'members', 'provide', 'enough', 'support', 'resources', 'managing', 'recovery', 'ongoing', 'care', 'discharge']","[('felt', 'a'), ('hospital', 'a'), ('staff', 'n'), ('members', 'n'), ('provide', 'v'), ('enough', 'a'), ('support', 'n'), ('resources', 'n'), ('managing', 'v'), ('recovery', 'n'), ('ongoing', 'v'), ('care', 'n'), ('discharge', 'n')]",  felt hospital staff member provide enough support resource manage recovery ongoing care discharge
Negative,"The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that was recommended for me but not available at the hospital, causing me to seek care elsewhere.",hospital provide enough information potential risks complications medical intervention recommended available hospital causing seek care elsewhere,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'recommended', 'available', 'hospital', 'causing', 'seek', 'care', 'elsewhere']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('recommended', 'v'), ('available', 'a'), ('hospital', 'n'), ('causing', 'v'), ('seek', 'a'), ('care', 'n'), ('elsewhere', 'r')]",  hospital provide enough information potential risk complication medical intervention recommend available hospital cause seek care elsewhere
Negative,The hospital didn't have adequate accommodations for patients who require specialized care for disabilities or mobility issues.,hospital adequate accommodations patients require specialized care disabilities mobility issues,"['hospital', 'adequate', 'accommodations', 'patients', 'require', 'specialized', 'care', 'disabilities', 'mobility', 'issues']","[('hospital', 'n'), ('adequate', 'a'), ('accommodations', 'n'), ('patients', 'n'), ('require', 'v'), ('specialized', 'v'), ('care', 'n'), ('disabilities', 'n'), ('mobility', 'n'), ('issues', 'n')]",  hospital adequate accommodation patient require specialize care disability mobility issue
Negative,"I experienced delays in receiving necessary medical interventions or treatments, causing me to feel frustrated or
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that was performed on me but didn't address my concerns about the qualifications or experience of the medical staff involved.""",experienced delays receiving necessary medical interventions treatments causing feel frustrated negative hospital provide enough information potential risks complications medical intervention performed address concerns qualifications experience medical staff involved,"['experienced', 'delays', 'receiving', 'necessary', 'medical', 'interventions', 'treatments', 'causing', 'feel', 'frustrated', 'negative', 'hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'performed', 'address', 'concerns', 'qualifications', 'experience', 'medical', 'staff', 'involved']","[('experienced', 'a'), ('delays', 'n'), ('receiving', 'v'), ('necessary', 'a'), ('medical', 'a'), ('interventions', 'n'), ('treatments', 'n'), ('causing', 'v'), ('feel', 'n'), ('frustrated', 'v'), ('negative', 'a'), ('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('performed', 'v'), ('address', 'a'), ('concerns', 'n'), ('qualifications', 'n'), ('experience', 'r'), ('medical', 'a'), ('staff', 'n'), ('involved', 'v')]",  experienced delay receive necessary medical intervention treatment cause feel frustrate negative hospital provide enough information potential risk complication medical intervention perform address concern qualification experience medical staff involve
Negative,I felt that the hospital staff members didn't provide me with enough support or resources for managing my pain or discomfort during my hospital stay.,felt hospital staff members provide enough support resources managing pain discomfort hospital stay,"['felt', 'hospital', 'staff', 'members', 'provide', 'enough', 'support', 'resources', 'managing', 'pain', 'discomfort', 'hospital', 'stay']","[('felt', 'a'), ('hospital', 'a'), ('staff', 'n'), ('members', 'n'), ('provide', 'v'), ('enough', 'a'), ('support', 'n'), ('resources', 'n'), ('managing', 'v'), ('pain', 'n'), ('discomfort', 'n'), ('hospital', 'n'), ('stay', 'n')]",  felt hospital staff member provide enough support resource manage pain discomfort hospital stay
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that I received but didn't fully understand the impact on my ability to work or perform daily activities.,hospital provide enough information potential risks complications medical intervention received fully understand impact ability work perform daily activities,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'received', 'fully', 'understand', 'impact', 'ability', 'work', 'perform', 'daily', 'activities']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('received', 'v'), ('fully', 'r'), ('understand', 'a'), ('impact', 'n'), ('ability', 'n'), ('work', 'n'), ('perform', 'a'), ('daily', 'a'), ('activities', 'n')]",  hospital provide enough information potential risk complication medical intervention receive fully understand impact ability work perform daily activity
Negative,The hospital didn't have adequate accommodations for patients who require specialized care for women's health issues.,hospital adequate accommodations patients require specialized care women health issues,"['hospital', 'adequate', 'accommodations', 'patients', 'require', 'specialized', 'care', 'women', 'health', 'issues']","[('hospital', 'n'), ('adequate', 'a'), ('accommodations', 'n'), ('patients', 'n'), ('require', 'v'), ('specialized', 'v'), ('care', 'a'), ('women', 'n'), ('health', 'n'), ('issues', 'n')]",  hospital adequate accommodation patient require specialize care woman health issue
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that was performed on me but didn't address my concerns about the long-term side effects of the procedure.,hospital provide enough information potential risks complications medical intervention performed address concerns long term side effects procedure,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'performed', 'address', 'concerns', 'long', 'term', 'side', 'effects', 'procedure']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('performed', 'v'), ('address', 'a'), ('concerns', 'n'), ('long', 'a'), ('term', 'n'), ('side', 'n'), ('effects', 'n'), ('procedure', 'n')]",  hospital provide enough information potential risk complication medical intervention perform address concern long term side effect procedure
Negative,I experienced delays in receiving necessary medical interventions or treatments,experienced delays receiving necessary medical interventions treatments,"['experienced', 'delays', 'receiving', 'necessary', 'medical', 'interventions', 'treatments']","[('experienced', 'a'), ('delays', 'n'), ('receiving', 'v'), ('necessary', 'a'), ('medical', 'a'), ('interventions', 'n'), ('treatments', 'n')]",  experienced delay receive necessary medical intervention treatment
Positive,I am so impressed with the level of care I received from the doctors and staff at this hospital.,impressed level care received doctors staff hospital,"['impressed', 'level', 'care', 'received', 'doctors', 'staff', 'hospital']","[('impressed', 'a'), ('level', 'n'), ('care', 'n'), ('received', 'v'), ('doctors', 'n'), ('staff', 'n'), ('hospital', 'n')]",  impressed level care receive doctor staff hospital
Positive,I felt listened to and supported throughout my entire experience at this hospital.,felt listened supported throughout entire experience hospital,"['felt', 'listened', 'supported', 'throughout', 'entire', 'experience', 'hospital']","[('felt', 'n'), ('listened', 'v'), ('supported', 'v'), ('throughout', None), ('entire', 'a'), ('experience', 'n'), ('hospital', 'n')]",  felt listen support throughout entire experience hospital
Positive,The pharmacy team was knowledgeable and efficient in getting me the medication I needed.,pharmacy team knowledgeable efficient getting medication needed,"['pharmacy', 'team', 'knowledgeable', 'efficient', 'getting', 'medication', 'needed']","[('pharmacy', 'n'), ('team', 'n'), ('knowledgeable', 'a'), ('efficient', 'a'), ('getting', 'v'), ('medication', 'n'), ('needed', 'v')]",  pharmacy team knowledgeable efficient get medication need
Positive,Thank you to everyone at this hospital for making my stay as comfortable as possible.,thank everyone hospital making stay comfortable possible,"['thank', 'everyone', 'hospital', 'making', 'stay', 'comfortable', 'possible']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('making', 'v'), ('stay', None), ('comfortable', 'a'), ('possible', 'a')]",  thank everyone hospital make stay comfortable possible
Positive,I appreciate the dedication and hard work of the doctors and nurses at this hospital.,appreciate dedication hard work doctors nurses hospital,"['appreciate', 'dedication', 'hard', 'work', 'doctors', 'nurses', 'hospital']","[('appreciate', 'a'), ('dedication', 'n'), ('hard', 'a'), ('work', 'n'), ('doctors', 'n'), ('nurses', 'v'), ('hospital', 'n')]",  appreciate dedication hard work doctor nurse hospital
Positive,The staff went above and beyond to make sure I had everything I needed during my visit.,staff went beyond make sure everything needed visit,"['staff', 'went', 'beyond', 'make', 'sure', 'everything', 'needed', 'visit']","[('staff', 'n'), ('went', 'v'), ('beyond', None), ('make', 'a'), ('sure', 'a'), ('everything', 'n'), ('needed', 'v'), ('visit', 'n')]",  staff go beyond make sure everything need visit
Positive,I am grateful for the high quality of care I received at this hospital.,grateful high quality care received hospital,"['grateful', 'high', 'quality', 'care', 'received', 'hospital']","[('grateful', 'a'), ('high', 'a'), ('quality', 'n'), ('care', 'n'), ('received', 'v'), ('hospital', 'n')]",  grateful high quality care receive hospital
Positive,"The entire process was smooth and seamless, thanks to the amazing staff.",entire process smooth seamless thanks amazing staff,"['entire', 'process', 'smooth', 'seamless', 'thanks', 'amazing', 'staff']","[('entire', 'a'), ('process', 'n'), ('smooth', 'n'), ('seamless', 'a'), ('thanks', 'n'), ('amazing', 'a'), ('staff', 'n')]",  entire process smooth seamless thanks amazing staff
Positive,I feel lucky to have received such excellent care from the doctors and nurses here.,feel lucky received excellent care doctors nurses,"['feel', 'lucky', 'received', 'excellent', 'care', 'doctors', 'nurses']","[('feel', 'n'), ('lucky', 'a'), ('received', 'v'), ('excellent', 'a'), ('care', 'n'), ('doctors', 'n'), ('nurses', 'n')]",  feel lucky receive excellent care doctor nurse
Positive,I would highly recommend this hospital to anyone in need of medical care.,would highly recommend hospital anyone need medical care,"['would', 'highly', 'recommend', 'hospital', 'anyone', 'need', 'medical', 'care']","[('would', None), ('highly', 'r'), ('recommend', 'v'), ('hospital', 'n'), ('anyone', 'n'), ('need', 'v'), ('medical', 'a'), ('care', 'n')]",  would highly recommend hospital anyone need medical care
Positive,The doctors were extremely knowledgeable and took the time to answer all of my questions.,doctors extremely knowledgeable took time answer questions,"['doctors', 'extremely', 'knowledgeable', 'took', 'time', 'answer', 'questions']","[('doctors', 'n'), ('extremely', 'r'), ('knowledgeable', 'a'), ('took', 'v'), ('time', 'n'), ('answer', 'n'), ('questions', 'n')]",  doctor extremely knowledgeable take time answer question
Positive,The staff was incredibly kind and supportive throughout my entire stay.,staff incredibly kind supportive throughout entire stay,"['staff', 'incredibly', 'kind', 'supportive', 'throughout', 'entire', 'stay']","[('staff', 'n'), ('incredibly', 'r'), ('kind', 'n'), ('supportive', 'a'), ('throughout', None), ('entire', 'a'), ('stay', 'n')]",  staff incredibly kind supportive throughout entire stay
Positive,I felt like I was in good hands from the moment I arrived at this hospital.,felt like good hands moment arrived hospital,"['felt', 'like', 'good', 'hands', 'moment', 'arrived', 'hospital']","[('felt', 'n'), ('like', None), ('good', 'a'), ('hands', 'n'), ('moment', 'n'), ('arrived', 'v'), ('hospital', 'n')]",  felt like good hand moment arrive hospital
Positive,The pharmacy team was prompt in filling my prescriptions and ensuring I understood how to take my medication.,pharmacy team prompt filling prescriptions ensuring understood take medication,"['pharmacy', 'team', 'prompt', 'filling', 'prescriptions', 'ensuring', 'understood', 'take', 'medication']","[('pharmacy', 'n'), ('team', 'n'), ('prompt', 'n'), ('filling', 'v'), ('prescriptions', 'n'), ('ensuring', 'v'), ('understood', 'a'), ('take', 'v'), ('medication', 'n')]",  pharmacy team prompt fill prescription ensure understood take medication
Positive,Thank you to the entire team for making my experience at this hospital a positive one.,thank entire team making experience hospital positive one,"['thank', 'entire', 'team', 'making', 'experience', 'hospital', 'positive', 'one']","[('thank', 'n'), ('entire', 'a'), ('team', 'n'), ('making', 'n'), ('experience', 'n'), ('hospital', 'n'), ('positive', 'a'), ('one', 'n')]",  thank entire team making experience hospital positive one
Positive,I was impressed with the cleanliness and organization of this hospital.,impressed cleanliness organization hospital,"['impressed', 'cleanliness', 'organization', 'hospital']","[('impressed', 'a'), ('cleanliness', 'n'), ('organization', 'n'), ('hospital', 'n')]",  impressed cleanliness organization hospital
Positive,The doctors and nurses were all so caring and compassionate.,doctors nurses caring compassionate,"['doctors', 'nurses', 'caring', 'compassionate']","[('doctors', 'n'), ('nurses', 'n'), ('caring', 'v'), ('compassionate', 'n')]",  doctor nurse care compassionate
Positive,I was pleasantly surprised by the level of personalized care I received at this hospital.,pleasantly surprised level personalized care received hospital,"['pleasantly', 'surprised', 'level', 'personalized', 'care', 'received', 'hospital']","[('pleasantly', 'r'), ('surprised', 'v'), ('level', 'n'), ('personalized', 'v'), ('care', 'n'), ('received', 'v'), ('hospital', 'n')]",  pleasantly surprise level personalize care receive hospital
Positive,The staff made me feel like a priority and were always available to answer any questions I had.,staff made feel like priority always available answer questions,"['staff', 'made', 'feel', 'like', 'priority', 'always', 'available', 'answer', 'questions']","[('staff', 'n'), ('made', 'v'), ('feel', 'n'), ('like', None), ('priority', 'n'), ('always', 'r'), ('available', 'a'), ('answer', 'n'), ('questions', 'n')]",  staff make feel like priority always available answer question
Positive,I was blown away by the level of professionalism and expertise of the staff at this hospital.,blown away level professionalism expertise staff hospital,"['blown', 'away', 'level', 'professionalism', 'expertise', 'staff', 'hospital']","[('blown', 'v'), ('away', 'r'), ('level', 'a'), ('professionalism', 'n'), ('expertise', 'n'), ('staff', 'n'), ('hospital', 'n')]",  blow away level professionalism expertise staff hospital
Positive,The doctors and nurses went out of their way to make me feel comfortable and cared for.,doctors nurses went way make feel comfortable cared,"['doctors', 'nurses', 'went', 'way', 'make', 'feel', 'comfortable', 'cared']","[('doctors', 'n'), ('nurses', 'n'), ('went', 'v'), ('way', 'n'), ('make', 'v'), ('feel', 'n'), ('comfortable', 'a'), ('cared', 'v')]",  doctor nurse go way make feel comfortable care
Positive,I appreciate the attention to detail and thoroughness of the medical care I received at this hospital.,appreciate attention detail thoroughness medical care received hospital,"['appreciate', 'attention', 'detail', 'thoroughness', 'medical', 'care', 'received', 'hospital']","[('appreciate', 'a'), ('attention', 'n'), ('detail', 'n'), ('thoroughness', 'n'), ('medical', 'a'), ('care', 'n'), ('received', 'v'), ('hospital', 'n')]",  appreciate attention detail thoroughness medical care receive hospital
Positive,The pharmacy team was able to fill my prescription quickly and accurately.,pharmacy team able fill prescription quickly accurately,"['pharmacy', 'team', 'able', 'fill', 'prescription', 'quickly', 'accurately']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('fill', 'a'), ('prescription', 'n'), ('quickly', 'r'), ('accurately', 'r')]",  pharmacy team able fill prescription quickly accurately
Positive,Thank you to everyone at this hospital for making a difficult time easier for me and my family.,thank everyone hospital making difficult time easier family,"['thank', 'everyone', 'hospital', 'making', 'difficult', 'time', 'easier', 'family']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('making', 'v'), ('difficult', 'a'), ('time', 'n'), ('easier', 'a'), ('family', 'n')]",  thank everyone hospital make difficult time easy family
Positive,I was impressed by the modern and state-of-the-art facilities at this hospital.,impressed modern state art facilities hospital,"['impressed', 'modern', 'state', 'art', 'facilities', 'hospital']","[('impressed', 'a'), ('modern', 'a'), ('state', 'n'), ('art', 'n'), ('facilities', 'n'), ('hospital', 'n')]",  impressed modern state art facility hospital
Positive,"The staff was so friendly and welcoming, which made me feel at ease.",staff friendly welcoming made feel ease,"['staff', 'friendly', 'welcoming', 'made', 'feel', 'ease']","[('staff', 'n'), ('friendly', 'r'), ('welcoming', 'v'), ('made', 'v'), ('feel', 'n'), ('ease', 'n')]",  staff friendly welcome make feel ease
Positive,I felt like the doctors really listened to my concerns and took them seriously.,felt like doctors really listened concerns took seriously,"['felt', 'like', 'doctors', 'really', 'listened', 'concerns', 'took', 'seriously']","[('felt', 'n'), ('like', None), ('doctors', 'n'), ('really', 'r'), ('listened', 'a'), ('concerns', 'n'), ('took', 'v'), ('seriously', 'r')]",  felt like doctor really listened concern take seriously
Positive,The nurses were attentive and checked on me frequently throughout my stay.,nurses attentive checked frequently throughout stay,"['nurses', 'attentive', 'checked', 'frequently', 'throughout', 'stay']","[('nurses', 'n'), ('attentive', 'v'), ('checked', 'v'), ('frequently', 'r'), ('throughout', None), ('stay', 'n')]",  nurse attentive check frequently throughout stay
Positive,I am grateful for the level of care and attention I received at this hospital.,grateful level care attention received hospital,"['grateful', 'level', 'care', 'attention', 'received', 'hospital']","[('grateful', 'a'), ('level', 'n'), ('care', 'n'), ('attention', 'n'), ('received', 'v'), ('hospital', 'n')]",  grateful level care attention receive hospital
Positive,The pharmacy team was able to answer all of my questions about my medication and its side effects.,pharmacy team able answer questions medication side effects,"['pharmacy', 'team', 'able', 'answer', 'questions', 'medication', 'side', 'effects']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('answer', 'n'), ('questions', 'n'), ('medication', 'n'), ('side', 'n'), ('effects', 'n')]",  pharmacy team able answer question medication side effect
Positive,Thank you to everyone at this hospital for their compassion and dedication to their patients.,thank everyone hospital compassion dedication patients,"['thank', 'everyone', 'hospital', 'compassion', 'dedication', 'patients']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'a'), ('compassion', 'n'), ('dedication', 'n'), ('patients', 'n')]",  thank everyone hospital compassion dedication patient
Positive,I was impressed with the level of coordination and communication between the different departments at this hospital.,impressed level coordination communication different departments hospital,"['impressed', 'level', 'coordination', 'communication', 'different', 'departments', 'hospital']","[('impressed', 'a'), ('level', 'n'), ('coordination', 'n'), ('communication', 'n'), ('different', 'a'), ('departments', 'n'), ('hospital', 'n')]",  impressed level coordination communication different department hospital
Positive,The staff went out of their way to make me feel comfortable and accommodated.,staff went way make feel comfortable accommodated,"['staff', 'went', 'way', 'make', 'feel', 'comfortable', 'accommodated']","[('staff', 'n'), ('went', 'v'), ('way', 'n'), ('make', 'v'), ('feel', 'n'), ('comfortable', 'a'), ('accommodated', 'v')]",  staff go way make feel comfortable accommodate
Positive,I appreciate the level of expertise and knowledge the doctors brought to my care.,appreciate level expertise knowledge doctors brought care,"['appreciate', 'level', 'expertise', 'knowledge', 'doctors', 'brought', 'care']","[('appreciate', 'a'), ('level', 'n'), ('expertise', 'n'), ('knowledge', 'n'), ('doctors', 'n'), ('brought', 'v'), ('care', 'n')]",  appreciate level expertise knowledge doctor bring care
Positive,The nurses were so kind and attentive to my needs throughout my stay.,nurses kind attentive needs throughout stay,"['nurses', 'kind', 'attentive', 'needs', 'throughout', 'stay']","[('nurses', 'n'), ('kind', 'n'), ('attentive', 'a'), ('needs', 'n'), ('throughout', None), ('stay', 'n')]",  nurse kind attentive need throughout stay
Positive,I felt like the staff truly cared about my well-being and recovery.,felt like staff truly cared well recovery,"['felt', 'like', 'staff', 'truly', 'cared', 'well', 'recovery']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('truly', 'r'), ('cared', 'v'), ('well', 'r'), ('recovery', 'n')]",  felt like staff truly care well recovery
Positive,The pharmacy team was able to work with my insurance company to ensure I received the best price for my medication.,pharmacy team able work insurance company ensure received best price medication,"['pharmacy', 'team', 'able', 'work', 'insurance', 'company', 'ensure', 'received', 'best', 'price', 'medication']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('work', 'n'), ('insurance', 'n'), ('company', 'n'), ('ensure', 'v'), ('received', 'v'), ('best', 'a'), ('price', 'n'), ('medication', 'n')]",  pharmacy team able work insurance company ensure receive best price medication
Positive,Thank you to everyone at this hospital for their dedication to providing top-notch medical care.,thank everyone hospital dedication providing top notch medical care,"['thank', 'everyone', 'hospital', 'dedication', 'providing', 'top', 'notch', 'medical', 'care']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('dedication', 'n'), ('providing', 'v'), ('top', 'a'), ('notch', 'n'), ('medical', 'a'), ('care', 'n')]",  thank everyone hospital dedication provide top notch medical care
Positive,I was impressed by the level of efficiency and organization of this hospital.,impressed level efficiency organization hospital,"['impressed', 'level', 'efficiency', 'organization', 'hospital']","[('impressed', 'a'), ('level', 'n'), ('efficiency', 'n'), ('organization', 'n'), ('hospital', 'n')]",  impressed level efficiency organization hospital
Positive,The doctors were patient and took the time to explain my diagnosis and treatment options to me.,doctors patient took time explain diagnosis treatment options,"['doctors', 'patient', 'took', 'time', 'explain', 'diagnosis', 'treatment', 'options']","[('doctors', 'n'), ('patient', 'v'), ('took', 'v'), ('time', 'n'), ('explain', 'a'), ('diagnosis', 'n'), ('treatment', 'n'), ('options', 'n')]",  doctor patient take time explain diagnosis treatment option
Positive,The staff was always available to answer my questions and address any concerns I had.,staff always available answer questions address concerns,"['staff', 'always', 'available', 'answer', 'questions', 'address', 'concerns']","[('staff', 'n'), ('always', 'r'), ('available', 'a'), ('answer', 'n'), ('questions', 'n'), ('address', 'v'), ('concerns', 'n')]",  staff always available answer question address concern
Positive,I was impressed with the level of professionalism and empathy of the nurses and doctors at this hospital.,impressed level professionalism empathy nurses doctors hospital,"['impressed', 'level', 'professionalism', 'empathy', 'nurses', 'doctors', 'hospital']","[('impressed', 'a'), ('level', 'n'), ('professionalism', 'n'), ('empathy', 'a'), ('nurses', 'n'), ('doctors', 'n'), ('hospital', 'v')]",  impressed level professionalism empathy nurse doctor hospital
Positive,The pharmacy team was able to provide me with alternative medication options when my first choice was not available.,pharmacy team able provide alternative medication options first choice available,"['pharmacy', 'team', 'able', 'provide', 'alternative', 'medication', 'options', 'first', 'choice', 'available']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'r'), ('alternative', 'a'), ('medication', 'n'), ('options', 'n'), ('first', 'a'), ('choice', 'n'), ('available', 'a')]",  pharmacy team able provide alternative medication option first choice available
Positive,Thank you to everyone at this hospital for making my experience as stress-free as possible.,thank everyone hospital making experience stress free possible,"['thank', 'everyone', 'hospital', 'making', 'experience', 'stress', 'free', 'possible']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('making', 'v'), ('experience', 'n'), ('stress', 'n'), ('free', 'a'), ('possible', 'a')]",  thank everyone hospital make experience stress free possible
